0.000000e+00    5.000000e-01
8.690619e-04    4.748078e-01
3.470670e-03    4.006470e-01
7.788258e-03    2.882651e-01
1.379476e-02    1.678590e-01
2.145340e-02    7.658621e-02
3.071870e-02    2.752110e-02
4.153769e-02    7.998785e-03
5.385117e-02    1.927869e-03
6.759513e-02    3.917901e-04
8.270200e-02    6.789096e-05
9.910195e-02    1.012241e-05
1.167240e-01    1.309605e-06
1.354971e-01    1.482454e-07
1.553509e-01    1.480315e-08
1.762166e-01    1.314407e-09
1.980273e-01    1.045865e-10
2.207187e-01    7.513365e-12
2.442293e-01    4.908039e-13
2.685005e-01    2.935262e-14
2.934769e-01    1.617500e-15
3.191062e-01    8.262908e-17
3.453394e-01    3.935383e-18
3.721305e-01    1.756806e-19
3.994365e-01    7.387693e-21
4.272173e-01    2.940097e-22
4.554357e-01    1.112148e-23
4.840570e-01    4.014761e-25
5.130488e-01    1.388281e-26
5.423814e-01    4.614474e-28
1.677778e-04    4.951325e-01
1.036738e-03    4.699580e-01
3.638042e-03    3.959920e-01
7.955130e-03    2.843083e-01
1.396095e-02    1.651823e-01
2.161873e-02    7.524036e-02
3.088300e-02    2.701537e-02
4.170082e-02    7.849957e-03
5.401301e-02    1.892066e-03
6.775557e-02    3.845658e-04
8.286095e-02    6.665023e-05
9.925933e-02    9.939215e-06
1.168798e-01    1.286145e-06
1.356512e-01    1.456179e-07
1.555034e-01    1.454363e-08
1.763673e-01    1.291618e-09
1.981763e-01    1.027935e-10
2.208661e-01    7.386011e-12
2.443750e-01    4.825786e-13
2.686445e-01    2.886624e-14
2.936192e-01    1.590997e-15
3.192470e-01    8.129020e-17
3.454786e-01    3.872313e-18
3.722682e-01    1.728954e-19
3.995727e-01    7.271807e-21
4.273521e-01    2.894455e-22
4.555692e-01    1.095058e-23
4.841891e-01    3.953679e-25
5.131796e-01    1.367363e-26
5.425110e-01    4.545599e-28
6.711111e-04    4.805393e-01
1.539766e-03    4.554462e-01
4.140159e-03    3.821425e-01
8.455748e-03    2.726365e-01
1.445951e-02    1.573577e-01
2.211470e-02    7.133218e-02
3.137591e-02    2.555179e-02
4.219023e-02    7.419756e-03
5.449854e-02    1.788590e-03
6.823689e-02    3.636815e-04
8.333779e-02    6.306237e-05
9.973148e-02    9.409271e-06
1.173471e-01    1.218257e-06
1.361135e-01    1.380113e-07
1.559606e-01    1.379201e-08
1.768195e-01    1.225592e-09
1.986234e-01    9.759667e-11
2.213080e-01    7.016737e-12
2.448119e-01    4.587191e-13
2.690765e-01    2.745485e-14
2.940463e-01    1.514062e-15
3.196693e-01    7.740209e-17
3.458963e-01    3.689092e-18
3.726813e-01    1.648013e-19
3.999815e-01    6.934921e-21
4.277566e-01    2.761729e-22
4.559695e-01    1.045345e-23
4.845854e-01    3.775940e-25
5.135722e-01    1.306476e-26
5.428998e-01    4.345065e-28
1.510000e-03    4.563030e-01
2.378146e-03    4.314389e-01
4.977023e-03    3.594892e-01
9.290116e-03    2.538629e-01
1.529044e-02    1.449897e-01
2.294133e-02    6.523287e-02
3.219744e-02    2.328235e-02
4.300592e-02    6.754135e-03
5.530778e-02    1.628528e-03
6.903912e-02    3.313620e-04
8.413257e-02    5.750637e-05
1.005184e-01    8.588031e-06
1.181259e-01    1.112972e-06
1.368841e-01    1.262055e-07
1.567227e-01    1.262456e-08
1.775731e-01    1.122956e-09
1.993685e-01    8.951180e-11
2.220447e-01    6.441797e-12
2.455402e-01    4.215422e-13
2.697965e-01    2.525397e-14
2.947583e-01    1.394001e-15
3.203733e-01    7.133008e-17
3.465925e-01    3.402752e-18
3.733700e-01    1.521430e-19
4.006628e-01    6.407703e-21
4.284309e-01    2.553879e-22
4.566369e-01    9.674434e-24
4.852461e-01    3.497248e-25
5.142264e-01    1.210951e-26
5.435479e-01    4.030265e-28
2.684444e-03    4.227416e-01
3.551879e-03    3.983861e-01
6.148637e-03    3.288155e-01
1.045824e-02    2.290514e-01
1.645377e-02    1.290421e-01
2.409864e-02    5.750604e-02
3.334761e-02    2.043261e-02
4.414795e-02    5.920746e-03
5.644076e-02    1.428170e-03
7.016232e-02    2.908784e-04
8.524535e-02    5.054004e-05
1.016203e-01    7.557213e-06
1.192164e-01    9.806698e-07
1.379630e-01    1.113530e-07
1.577899e-01    1.115409e-08
1.786283e-01    9.935264e-10
2.004119e-01    7.930426e-11
2.230762e-01    5.715050e-12
2.465599e-01    3.744941e-13
2.708047e-01    2.246551e-14
2.957551e-01    1.241716e-15
3.213590e-01    6.361974e-17
3.475674e-01    3.038759e-18
3.743343e-01    1.360349e-19
4.016169e-01    5.736118e-21
4.293750e-01    2.288851e-22
4.575713e-01    8.680174e-24
4.861713e-01    3.141222e-25
5.151426e-01    1.088810e-26
5.444554e-01    3.627404e-28
4.194444e-03    3.806562e-01
5.060967e-03    3.572492e-01
7.655004e-03    2.914482e-01
1.196013e-02    1.997322e-01
1.794951e-02    1.107568e-01
2.558665e-02    4.883117e-02
3.482645e-02    1.726601e-02
4.561634e-02    4.997733e-03
5.789756e-02    1.206297e-03
7.160655e-02    2.460042e-04
8.667619e-02    4.280799e-05
1.030371e-01    6.411441e-06
1.206187e-01    8.333918e-07
1.393504e-01    9.479371e-08
1.591621e-01    9.512064e-09
1.799853e-01    8.487687e-10
2.017535e-01    6.786980e-11
2.244027e-01    4.899668e-12
2.478713e-01    3.216257e-13
2.721012e-01    1.932728e-14
2.970371e-01    1.070069e-15
3.226267e-01    5.491631e-17
3.488211e-01    2.627293e-18
3.755745e-01    1.178004e-19
4.028438e-01    4.974842e-21
4.305891e-01    1.988032e-22
4.587731e-01    7.550199e-24
4.873611e-01    2.736100e-25
5.163209e-01    9.496594e-27
5.456225e-01    3.167915e-28
6.040000e-03    3.316039e-01
6.905410e-03    3.097324e-01
9.496131e-03    2.493611e-01
1.379580e-02    1.678422e-01
1.977767e-02    9.152195e-02
2.740540e-02    3.991050e-02
3.663402e-02    1.404470e-02
4.741115e-02    4.061844e-03
5.967823e-02    9.813114e-04
7.337188e-02    2.004425e-04
8.842520e-02    3.494448e-05
1.047690e-01    5.244084e-06
1.223328e-01    6.830572e-07
1.410463e-01    7.785814e-08
1.608395e-01    7.829439e-09
1.816441e-01    7.001387e-10
2.033937e-01    5.610626e-11
2.260243e-01    4.059170e-12
2.494746e-01    2.670227e-13
2.736863e-01    1.607985e-14
2.986043e-01    8.921156e-16
3.241765e-01    4.587646e-17
3.503539e-01    2.199152e-18
3.770907e-01    9.879373e-20
4.043439e-01    4.179977e-21
4.320736e-01    1.673422e-22
4.602425e-01    6.366534e-24
4.888158e-01    2.311074e-25
5.177615e-01    8.034549e-27
5.470495e-01    2.684440e-28
8.221111e-03    2.780696e-01
9.085210e-03    2.583934e-01
1.167202e-02    2.051300e-01
1.596525e-02    1.355489e-01
2.193828e-02    7.270037e-02
2.955491e-02    3.137588e-02
3.877036e-02    1.099469e-02
4.953245e-02    3.178302e-03
6.178286e-02    7.688229e-04
7.545844e-02    1.573427e-04
9.049250e-02    2.749098e-05
1.068161e-01    4.135200e-06
1.243590e-01    5.399310e-07
1.430510e-01    6.169737e-08
1.628225e-01    6.220022e-09
1.836051e-01    5.576389e-10
2.053327e-01    4.480120e-11
2.279413e-01    3.249525e-12
2.513699e-01    2.143014e-13
2.755602e-01    1.293713e-14
3.004572e-01    7.195101e-16
3.260088e-01    3.708887e-17
3.521661e-01    1.782061e-18
3.788833e-01    8.023865e-20
4.061175e-01    3.402414e-21
4.338287e-01    1.365052e-22
4.619797e-01    5.204121e-24
4.905358e-01    1.892906e-25
5.194647e-01    6.593525e-27
5.487366e-01    2.207095e-28
1.073778e-02    2.233733e-01
1.160037e-02    2.064892e-01
1.418269e-02    1.616644e-01
1.846852e-02    1.049622e-01
2.443137e-02    5.544864e-02
3.203523e-02    2.371427e-02
4.123553e-02    8.281871e-03
5.198033e-02    2.394221e-03
6.421156e-02    5.800998e-04
7.786633e-02    1.189888e-04
9.287824e-02    2.084263e-05
1.091786e-01    3.143605e-06
1.266974e-01    4.116078e-07
1.453647e-01    4.716902e-08
1.651111e-01    4.769220e-09
1.858684e-01    4.288291e-10
